"titles","year","imdb_rating","num_votes","genre","film_rating","director","lead_actor","gross","max_theaters","opening_gross","opening_weekend_perc","opening_theaters","open_date","close_date","Race","Race_Specific"
"Little Women","2019",7.8,149947,"Action","PG","Greta Gerwig","Saoirse Ronan",108101214,3850,16755310,"15.5",3850,"2019-09-01","2019-09-01","Not POC","White"
"The Lego Movie 2: The Second Part","2019",6.6,56237,"Action","PG","Mike Mitchell","Chris Pratt",105806508,3461,34115335,"32.2",3461,"2019-11-01","2019-11-01","Not POC","White"
"The Addams Family","2019",5.8,29525,"Action","PG","Greg Tiernan","Conrad Vernon",100044905,4286,30300007,"30.3",4286,"2019-02-01","2019-02-01","Not POC","White"
"The Addams Family","2019",5.8,29525,"Action","PG","Greg Tiernan","Conrad Vernon",678926,1724,282841,"41.7",1724,"","","Not POC","White"
"Downton Abbey","2019",7.4,41049,"Action","PG","Michael Engler","Stephen Campbell Moore",96854135,4259,31033665,"32",4259,"2019-06-01","2019-06-01","Not POC","White"
"Rocketman","2019",7.3,142967,"Action","R","Dexter Fletcher","Taron Egerton",96368160,3987,25725722,"26.7",3987,"2019-12-01","2019-12-01","Not POC","White"
"Alita: Battle Angel","2019",7.3,233020,"Action","PG-13","Robert Rodriguez","Rosa Salazar",85838210,11,28525613,"33.2",11,"","","POC","Hispanic"
"Hustlers","2019",6.3,85845,"Action","R","Lorene Scafaria","Constance Wu",104963598,3461,33181361,"31.6",3461,"","","Not POC","White"
"Men in Black: International","2019",5.6,111939,"Action","PG-13","F. Gary Gray","Chris Hemsworth",80001807,4561,30035838,"37.5",4561,"2019-09-01","2019-09-01","Not POC","White"
"Annabelle Comes Home","2019",5.9,59564,"Action","R","Gary Dauberman","Vera Farmiga",74152591,4248,20269723,"27.3",4248,"2019-05-01","2019-05-01","Not POC","White"
"Yesterday","2019",6.8,118668,"Action","PG-13","Danny Boyle","Himesh Patel",73286650,4202,17010050,"23.2",4202,"2019-08-01","2019-08-01","Not POC","White"
"Tyler Perry's a Madea Family Funeral","2019",4.5,3851,"Action","PG-13","Tyler Perry","Tyler Perry",NA,NA,NA,NA,NA,NA,NA,"POC","Black"
"Good Boys","2019",6.7,61901,"Action","R","Gene Stupnitsky","Jacob Tremblay",83140306,4564,21402605,"25.7",4564,"2019-06-01","2019-06-01","Not POC","White"
"Angel Has Fallen","2019",6.4,81136,"Action","R","Ric Roman Waugh","Gerard Butler",69030436,4306,21380987,"31",4306,"2019-04-01","2019-04-01","Not POC","White"
"X-Men: Dark Phoenix","2019",5.7,160055,"Action","PG-13","Simon Kinberg","James McAvoy",65845974,3528,32828348,"49.9",3528,"","","Not POC","White"
"Scary Stories to Tell in the Dark","2019",6.2,62771,"Action","PG-13","André Øvredal","Zoe Margaret Colletti",68947075,4217,20915346,"30.3",4217,"2019-07-01","2019-07-01","Not POC","White"
"Terminator: Dark Fate","2019",6.2,153476,"Action","R","Tim Miller","Linda Hamilton",62253077,4259,29033832,"46.6",4259,"2019-03-01","2019-03-01","Not POC","White"
"A Beautiful Day in the Neighborhood","2019",7.3,64068,"Action","PG","Marielle Heller","Tom Hanks",61704055,4259,13251238,"21.5",4259,"2019-08-01","2019-08-01","Not POC","White"
"Abominable","2019",7,30295,"Action","PG","Jill Culton","Todd Wilderman",60716390,3820,20612100,"33.9",3820,"2019-10-01","2019-10-01","Not POC","White"
"Escape Room","2019",6.4,90455,"Action","PG-13","Adam Robitel","Taylor Russell",57005601,3844,18238172,"32",3844,"2019-01-01","2019-01-01","POC","Black"
"Dora and the Lost City of Gold","2019",6.1,24984,"Action","PG","James Bobin","Isabela Merced",60477943,3790,17431588,"28.8",3790,"2019-02-01","2019-02-01","POC","Hispanic"
"The Curse of La Llorona","2019",5.3,39336,"Action","R","Michael Chaves","Linda Cardellini",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Pet Sematary","2019",5.7,83452,"Action","R","Kevin Kölsch","Dennis Widmyer",54724696,4108,24502775,"44.8",4108,"2019-08-01","2019-08-01","Not POC","White"
"What Men Want","2019",5.3,24485,"Action","R","Adam Shankman","Taraji P. Henson",54611903,3568,18232087,"33.4",3568,"2019-01-01","2019-01-01","POC","Black"
"Parasite","2019",8.6,584536,"Action","R","Bong Joon Ho","Kang-ho Song",53369749,3080,393216,"0.7",3080,"2019-05-01","2019-05-01","Not POC","White"
"Isn't It Romantic","2019",5.9,63992,"Comedy","PG-13","Todd Strauss-Schulson","Rebel Wilson",48791187,4303,14247758,"29.2",4303,"2019-02-01","2019-02-01","Not POC","White"
"Five Feet Apart","2019",7.2,46448,"Comedy","PG-13","Justin Baldoni","Haley Lu Richardson",45729221,3250,13190286,"28.8",3250,"2019-01-01","2019-01-01","Not POC","White"
"Ma","2019",5.6,42033,"Comedy","R","Tate Taylor","Octavia Spencer",45896028,3525,18099805,"39.4",3525,"2019-09-01","2019-09-01","POC","Black"
"Wonder Park","2019",5.9,10359,"Comedy","PG","Dylan Brown","Sofia Mali",45216793,4107,15853646,"35.1",4107,"2019-10-01","2019-10-01","Not POC","White"
"A Dog's Way Home","2019",6.7,15384,"Comedy","PG","Charles Martin Smith","Ashley Judd",42004346,3610,11251263,"26.8",3610,"2019-09-01","2019-09-01","Not POC","White"
"Breakthrough","2019",6.3,8521,"Comedy","PG","Roxann Dawson","Marcel Ruiz",40713082,3458,11282333,"27.7",3458,"2019-08-01","2019-08-01","Not POC","White"
"Little","2019",5.5,11479,"Comedy","PG-13","Tina Gordon","Regina Hall",40860481,3790,15405455,"37.7",3790,"2019-05-01","2019-05-01","POC","Black"
"Crawl","2019",6.1,70294,"Comedy","R","Alexandre Aja","Kaya Scodelario",39014193,3204,12005210,"30.8",3204,"2019-11-01","2019-11-01","Not POC","White"
"The Angry Birds Movie 2","2019",6.4,22114,"Comedy","PG","Thurop Van Orman","John Rice",41667116,3802,10354073,"24.8",3802,"2019-02-01","2019-02-01","Not POC","White"
"The Intruder","2019",5.6,13813,"Comedy","PG-13","Deon Taylor","Michael Ealy",35419122,4224,10855054,"30.6",4224,"2019-10-01","2019-10-01","Not POC","White"
"The Hustle","2019",5.4,49010,"Comedy","PG-13","Chris Addison","Anne Hathaway",35417038,3613,13007709,"36.7",3613,"2019-06-01","2019-06-01","Not POC","White"
"Ad Astra","2019",6.5,202918,"Comedy","PG-13","James Gray","Brad Pitt",50188370,3308,19001398,"37.9",3308,"2019-12-01","2019-12-01","Not POC","White"
"Cold Pursuit","2019",6.2,58892,"Comedy","R","Hans Petter Moland","Liam Neeson",32138862,2442,11030233,"34.3",2442,"2019-03-01","2019-03-01","Not POC","White"
"Long Shot","2019",6.8,97279,"Comedy","R","Jonathan Levine","Charlize Theron",30316271,3336,9740064,"32.1",3336,"2019-08-01","2019-08-01","Not POC","White"
"Child's Play","2019",5.8,45165,"Comedy","R","Lars Klevberg","Tim Matheson",29208403,3286,14094594,"48.3",3286,"2019-10-01","2019-10-01","Not POC","White"
"Happy Death Day 2U","2019",6.2,60453,"Comedy","PG-13","Christopher Landon","Jessica Rothe",28148130,3502,9497665,"33.7",3502,"2019-12-01","2019-12-01","Not POC","White"
"Midsommar","2019",7.1,210262,"Comedy","R","Ari Aster","Florence Pugh",27426361,3502,6560030,"23.9",3502,"","","Not POC","White"
"Zombieland: Double Tap","2019",6.7,143884,"Comedy","R","Ruben Fleischer","Woody Harrelson",73123082,3659,26803104,"36.7",3659,"2019-02-01","2019-02-01","Not POC","White"
"Ready or Not","2019",6.8,113827,"Comedy","R","Matt Bettinelli-Olpin","Tyler Gillett",28714231,3135,8015590,"27.9",3135,"2019-08-01","2019-08-01","Not POC","White"
"Overcomer","2019",6.7,3846,"Comedy","PG","Alex Kendrick","Alex Kendrick",34746945,2755,8146533,"23.4",2755,"2019-06-01","2019-06-01","Not POC","White"
"The Art of Racing in the Rain","2019",7.6,25725,"Comedy","PG","Simon Curtis","Kevin Costner",26395642,3721,8137584,"30.8",3721,"2019-08-01","2019-08-01","Not POC","White"
"Fighting with My Family","2019",7.1,67961,"Comedy","PG-13","Stephen Merchant","Dwayne Johnson",22958886,3491,138780,"0.6",3491,"2019-11-01","2019-11-01","POC","Black"
"A Dog's Journey","2019",7.5,19936,"Comedy","PG","Gail Mancuso","Josh Gad",22782371,3235,8030085,"35.2",3235,"2019-03-01","2019-03-01","Not POC","White"
"Booksmart","2019",7.2,96409,"Comedy","R","Olivia Wilde","Kaitlyn Dever",22680962,4248,6933620,"30.6",4248,"2019-09-01","2019-09-01","Not POC","White"
"Stuber","2019",6.2,41398,"Comedy","R","Michael Dowse","Dave Bautista",22370452,4242,8225384,"36.8",4242,"2019-01-01","2019-01-01","Not POC","White"
"Hellboy","2019",5.2,79780,"Comedy","R","Neil Marshall","David Harbour",21903748,2717,12045147,"55",2717,"2019-04-01","2019-04-01","Not POC","White"
"Shaft","2019",6.4,45943,"Comedy","R","Tim Story","Samuel L. Jackson",21360215,3242,8901419,"41.7",3242,"2019-11-01","2019-11-01","POC","Black"
"47 Meters Down: Uncaged","2019",5,21578,"Comedy","PG-13","Johannes Roberts","Sophie Nélisse",22260900,3735,8427265,"37.9",3735,"","","Not POC","White"
"Gemini Man","2019",5.7,91046,"Comedy","PG-13","Ang Lee","Will Smith",48546770,4303,20552372,"42.3",4303,"2019-05-01","2019-05-01","POC","Black"
"UglyDolls","2019",5,5905,"Comedy","PG","Kelly Asbury","Kelly Clarkson",20150241,3372,8603407,"42.7",3372,"2019-04-01","2019-04-01","Not POC","White"
"Unplanned","2019",5.8,12781,"Comedy","R","Chuck Konzelman","Cary Solomon",19005109,3372,6382298,"33.6",3372,"2019-07-01","2019-07-01","Not POC","White"
"Rambo: Last Blood","2019",6.1,84130,"Comedy","R","Adrian Grunberg","Sylvester Stallone",44819352,4007,18872919,"42.1",4007,"","","Not POC","White"
"Brightburn","2019",6.1,81160,"Comedy","R","David Yarovesky","Elizabeth Banks",17300439,2912,7845658,"45.3",2912,"2019-02-01","2019-02-01","Not POC","White"
"The Farewell","2019",7.6,52819,"Comedy","PG","Lulu Wang","Shuzhen Zhao",17695781,3585,355662,"2",3585,"2019-05-01","2019-05-01","Not POC","White"
"The Kid Who Would Be King","2019",6,14806,"Comedy","PG","Joe Cornish","Louis Ashbourne Serkis",16790790,2001,7173887,"42.7",2001,"2019-10-01","2019-10-01","Not POC","White"
"Missing Link","2019",6.7,22565,"Comedy","PG","Chris Butler","Hugh Jackman",16649539,3,5944950,"35.7",3,"","","Not POC","White"
"Late Night","2019",6.5,30059,"Comedy","R","Nisha Ganatra","Emma Thompson",15499454,3460,246305,"1.6",3460,"2019-09-01","2019-09-01","Not POC","White"
"Miss Bala","2019",5.8,9159,"Comedy","PG-13","Catherine Hardwicke","Gina Rodriguez",15006824,3460,6864744,"45.7",3460,"2019-12-01","2019-12-01","POC","Hispanic"
"The Prodigy","2019",5.9,23474,"Comedy","R","Nicholas McCarthy","Taylor Schilling",14856291,2686,5853061,"39.4",2686,"2019-12-01","2019-12-01","Not POC","White"
"Poms","2019",6,4323,"Comedy","PG-13","Zara Hayes","Diane Keaton",13631124,5,5361937,"39.3",5,"","","Not POC","White"
"The Peanut Butter Falcon","2019",7.6,69225,"Comedy","PG-13","Tyler Nilson","Michael Schwartz",20457151,3242,204793,"1",3242,"2019-01-01","2019-01-01","Not POC","White"
"After","2019",5.3,40539,"Comedy","PG-13","Jenny Gage","Josephine Langford",12138565,3444,6002349,"49.4",3444,"2019-05-01","2019-05-01","Not POC","White"
"The Kitchen","2019",5.5,16456,"Comedy","R","Andrea Berloff","Melissa McCarthy",12180032,3444,5527410,"45.4",3444,"2019-02-01","2019-02-01","Not POC","White"
"Blinded by the Light","2019",6.9,20427,"Comedy","PG-13","Gurinder Chadha","Billy Barratt",11901145,3642,4333305,"36.4",3642,"2019-10-01","2019-10-01","Not POC","White"
"The Best of Enemies","2019",7.2,11136,"Comedy","PG-13","Robin Bissell","Taraji P. Henson",10205616,2803,4446190,"43.6",2803,"2019-05-01","2019-05-01","POC","Black"
"No Manches Frida 2","2019",4.1,857,"Comedy","R","Nacho G. Velilla","Martha Higareda",9270920,3618,3831401,"41.3",3618,"2019-09-01","2019-09-01","POC","Hispanic"
"Where'd You Go, Bernadette","2019",6.5,17857,"Comedy","PG-13","Richard Linklater","Cate Blanchett",9198356,3618,3462308,"37.6",3618,"2019-11-01","2019-11-01","Not POC","White"
"Apollo 11","2019",8.2,22477,"Comedy","G","Todd Douglas Miller","Neil Armstrong",9039891,3185,1607040,"17.8",3185,"2019-11-01","2019-11-01","Not POC","White"
"Coconut the Little Dragon 2: Into the Jungle","2019",5.7,91,"Comedy","80 min","Anthony Power","Carolin Kebekus",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Serenity","2019",5.4,36891,"Comedy","R","Steven Knight","Matthew McConaughey",8547045,3125,4415403,"51.7",3125,"","","Not POC","White"
"Bad Boys for Life","2020",6.6,134229,"Action","R","Adil El Arbi","Bilall Fallah",206305244,3775,62504105,"30.3",3775,"2020-01-01","2020-01-01","Not POC","White"
"Sonic the Hedgehog","2020",6.5,94578,"Action","PG","Jeff Fowler","Ben Schwartz",148974665,3775,58018348,"38.9",3775,"","","Not POC","White"
"Birds of Prey","2020",6.1,177422,"Action","R","Cathy Yan","Margot Robbie",84158461,4198,33010017,"39.2",4198,"2020-02-01","2020-02-01","Not POC","White"
"Dolittle","2020",5.6,50370,"Action","PG","Stephen Gaghan","Robert Downey Jr.",77047065,4167,21844045,"28.4",4167,"","","Not POC","White"
"The Invisible Man","2020",7.1,175083,"Action","R","Leigh Whannell","Elisabeth Moss",70410000,4236,28205665,"40.1",4236,"2020-02-01","2020-02-01","Not POC","White"
"The Call of the Wild","2020",6.8,40231,"Action","PG","Chris Sanders","Harrison Ford",62342368,4236,24791624,"39.8",4236,"","","Not POC","White"
"Onward","2020",7.4,108158,"Action","PG","Dan Scanlon","Tom Holland",61555145,4155,39119861,"63.6",4155,"2020-01-01","2020-01-01","Not POC","White"
"Tenet","2020",7.5,322232,"Action","PG-13","Christopher Nolan","John David Washington",57929000,4155,20200000,"0",4155,"","","Not POC","White"
"Star Trek First Frontier","2020",5.6,152,"Action","85 min","Kenneth Smith","Robert Pralgo",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Eight Hundred","2020",7,2835,"Action","Not Rated","Hu Guan","Zhi-zhong Huang",372755,12,118161,"31.7",12,"","","Not POC","White"
"Legend of Deification","2020",6.5,999,"Action","TV-PG","Teng Cheng","Li Wei",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Tulsa","2020",5,271,"Action","PG-13","Scott Pryor","Gloria Stella",413378,1360,78393,"19",1360,"","","Not POC","White"
"Leap","2020",6.7,800,"Action","135 min","Peter Ho-Sun Chan","Gong Li",83074,100,31174,"37.5",100,"2020-06-01","2020-06-01","POC","Asian"
"Saving Mbango","2020",5.6,28,"Action","
Drama            ","Nkanya Nkwai","AjibiLiviana",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Black Wall Street Burning","2020",6.7,20,"Action","R","Marcus Brown","Dekoven Riggins",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Aloha Surf Hotel","2020",7.4,11,"Action","90 min","Stefan C. Schaefer","Fairai Richmond",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Unsubscribe","2020",5,153,"Action","30 min","Christian Nilsson","Charlie Tahan",25488,142,0,"0",142,"2020-08-01","2020-08-01","Not POC","White"
"Freak Power: The Ballot or the Bomb","2020",9.7,64,"Action","R","Ajax Phillips","Daniel Joseph Watkins",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Dream Round","2020",4.7,36,"Action","90 min","Dusty Dukatz","Michael Saquella",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"I Am Fear","2020",3.4,421,"Action","Not Rated","Kevin Shulman","Kristina Klebe",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Love Song","2020",6.3,669,"Action","TV-G","Bradley Walsh","Jessy Schram",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Too Close For Christmas","2020",6.5,448,"Action","G","Ernie Barbarash","Chad Michael Murray",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Quarry","2020",5.3,2145,"Action","R","Scott Teems","Shea Whigham",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Parallel Policy","2020",4.6,5,"Action","
Documentary            ","Shaune Bordere","Donald Trump",1070,650,1070,"100",650,"2020-02-01","2020-02-01","Not POC","White"
"Tee em el","2020",5.7,7,"Action","102 min","Pereko Mosia","Siyabonga Mabaso",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Coven","2020",6.3,2631,"Action","TV-MA","Pablo Agüero","Amaia Aberasturi",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Il talento del calabrone","2020",5.7,990,"Action","84 min","Giacomo Cimini","Sergio Castellitto",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Safeguard","2020",3.4,140,"Action","90 min","Fraser Precious","Patrick Gallagher",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"No Gogó do Paulinho","2020",5.4,155,"Action","98 min","Roberto Santucci","Maurício Manfrini",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Warrior Nun","2020",7.2,994,"Action","TV-MA","Jet Wilkinson","Alba Baptista",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" SOKO Leipzig","2001",8.6,7,"Action","44 min","Franziska Jahn","Marco Girnth",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" SOKO Leipzig","2001",8.2,5,"Action","44 min","Patrick Winczewski","Marco Girnth",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Ivy & Mistletoe","2020",5.5,37,"Action","
Family, Romance            ","Candice T. Cain","Cynthia Gibb",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"De beentjes van Sint-Hildegard","2020",7.7,1156,"Action","103 min","Johan Nijenhuis","Herman Finkers",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Rebecka Martinsson","2017",6.3,118,"Crime","Not Rated","Fredrik Edfeldt","Sascha Zacharias",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Rosa pietra stella","2020",5.4,33,"Crime","94 min","Marcello Sannino","Ivana Lotito",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Vera","2011",7.8,256,"Crime","TV-PG","Paul Gay","Brenda Blethyn",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Étouffés","2020",5.6,5,"Crime","
Short, Drama            ","Ely Chevillot","Alexandre von Sivers",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" 30 Coins","2020",7.9,576,"Crime","TV-MA","Álex de la Iglesia","Eduard Fernández",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Tatort","1970",7.2,211,"Crime","90 min","Torsten C. Fischer","Jörg Hartmann",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Baby Done","2020",6.1,549,"Crime","91 min","Curtis Vowell","Rose Matafeo",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Felicità","2020",6.7,597,"Crime","81 min","Bruno Merle","Pio Marmaï",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Min pappa Marianne","2020",7,1024,"Crime","110 min","Mårten Klingberg","Hedda Stiernstedt",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Bright Hill Road","2020",4.3,119,"Crime","91 min","Robert Cuffley","Siobhan Williams",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"I Care a Lot","2020",6.3,80963,"Crime","R","J Blakeson","Rosamund Pike",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Doppelbänger","2020",7,20,"Crime","
Short, Sci-Fi            ","Sofian Khan","Gibson Frazier",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Aladdin","2020",4.9,15,"Crime","104 min","Vitaliy Versace","Natasha Alam",355559216,4440,91500929,"25.7",4440,"","","Not POC","White"
"Mogul Mowgli","2020",6.7,1250,"Crime","89 min","Bassam Tariq","Riz Ahmed",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Nasir","2020",7.1,271,"Crime","85 min","Arun Karthick","Valavane Koumarane",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Trouble with Maggie Cole","2020",6.4,677,"Crime","TV-PG","Mark Heap","Dawn French",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"David vs Goliath","2020",6.8,43,"Crime","
Documentary            ","Colin Offland","Joe Beevers",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Bulletproof 2","2020",3.6,453,"Crime","Not Rated","Don Michael Paul","Faizon Love",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Hollands Hoop","2014",8.1,26,"Crime","
Crime            ","Marcel Hensema","Kim van Kooten",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Dream Horse","2020",6,158,"Crime","PG","Euros Lyn","Joanna Page",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Tribes","2020",7.4,35,"Crime","11 min","Nino Aldi","Jason Stuart",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Nahuel y el Libro Mágico","2020",7.4,29,"Crime","98 min","German Acuña","Consuelo Pizarro",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Cardinal","2017",8.1,137,"Crime","TV-MA","Nathan Morlando","Billy Campbell",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Cardinal","2017",8.2,139,"Crime","TV-MA","Nathan Morlando","Billy Campbell",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Cardinal","2017",8.1,172,"Crime","TV-MA","Nathan Morlando","Billy Campbell",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Cardinal","2017",8.1,144,"Crime","TV-MA","Nathan Morlando","Billy Campbell",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Cardinal","2017",8,152,"Crime","TV-MA","Nathan Morlando","Billy Campbell",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Lemon World","2020",6.9,7,"Crime","
Short            ","Kasper Møller Rask","Mathias Bøgelund",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Endeavour","2012",8.1,619,"Crime","TV-14","Shaun Evans","Shaun Evans",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Star Trek: Discovery","2017",7.2,3864,"Crime","TV-MA","Olatunde Osunsanmi","Sonequa Martin-Green",NA,NA,NA,NA,NA,NA,NA,"POC","Black"
" Man Like Mobeen","2017",7.9,27,"Crime","TV-MA","Ollie Parsons","Guz Khan",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Malang","2020",6.5,8481,"Crime","Not Rated","Mohit Suri","Aditya Roy Kapoor",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Caught in Time","2020",6.2,330,"Crime","95 min","Ho-Leung Lau","Qianyuan Wang",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Little Chief","2020",6.9,36,"Crime","12 min","Erica Tremblay","Julian Ballentyne",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Halahal","2020",7.1,1321,"Crime","97 min","Randeep Jha","Barun Sobti",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Flesh","2020",5,6039,"Crime","Not Rated","Swara Bhaskar","Mahima Makwana",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Unwitting Deceit","2020",4,9,"Crime","72 min","Nelson J. Davis","Nelson J. Davis",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"HaLayla Hazé","2020",6,6,"Crime","85 min","Nadav Schirman","Efrat Boimold",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Strings","2020",5.8,25,"Crime","
Horror, Musical, Thriller            ","Ryan Glover","Teagan Johnston",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Second Hand","2020",5.1,8,"Crime","
Short, Drama            ","Navjot Gulati","Abhishek Banerjee",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",7.3,92,"Crime","TV-MA","David Wain","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",7,92,"Crime","TV-MA","David Wain","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",7.1,92,"Crime","TV-MA","Bill Benz","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",7.2,93,"Crime","TV-MA","Bill Benz","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",7,94,"Crime","TV-MA","Bill Benz","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",7.1,105,"Crime","TV-MA","David Wain","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",6.8,115,"Crime","TV-MA","Bill Benz","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",6.8,154,"Crime","TV-MA","David Wain","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",6.4,213,"Crime","TV-MA","David Wain","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Wild Karnataka","2020",8.8,500,"Crime","53 min","Amoghavarsha","Kalyan Varma",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Holidate","2020",6.1,47241,"Crime","TV-MA","John Whitesell","Emma Roberts",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" Medical Police","2020",6.6,129,"Crime","TV-MA","Bill Benz","Erinn Hayes",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baker and the Beauty","2020",8,203,"Crime","TV-PG","David Frankel","Victor Rasuk",NA,NA,NA,NA,NA,NA,NA,"POC","Hispanic"
" The Baby-Sitters Club","2020",7.3,77,"Crime","TV-PG","Luke Matheny","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",7.4,79,"Crime","TV-PG","Luke Matheny","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",7.9,95,"Crime","TV-PG","Kimmy Gatewood","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",7.2,92,"Crime","TV-PG","Linda Mendoza","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",8.4,109,"Crime","TV-PG","Linda Mendoza","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",8.1,107,"Crime","TV-PG","Heather Jack","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",7,184,"Crime","TV-PG","Lucia Aniello","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",8,123,"Crime","TV-PG","Andrew DeYoung","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",7.8,127,"Crime","TV-PG","Lucia Aniello","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Baby-Sitters Club","2020",7.7,149,"Comedy","TV-PG","Lucia Aniello","Sophie Grace",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
" The Hollow","2018",7,58,"Comedy","TV-Y7-FV","Greg Sullivan","Ashleigh Ball",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
