titles,gross,max_theaters,opening_gross,opening_weekend_perc,opening_theaters,open_date,close_date
Spark: A Space Tail,196458,733,116873,59.5,733,2017-05-01,2017-05-01
The Other Side of Hope,183943,0,15495,8.4,0,2017-06-01,2017-06-01
Whose Streets?,182799,382,43804,24,382,2017-09-01,2017-09-01
The Bad Batch,180851,382,89111,49.3,382,2017-10-01,2017-10-01
Marjorie Prime,180608,659,20668,11.4,659,2017-11-01,2017-11-01
Past Life,180099,659,14960,8.3,659,2017-12-01,2017-12-01
Take Every Wave: The Life of Laird Hamilton,176076,772,12636,7.2,772,2017-09-01,2017-09-01
Graduation,175975,765,10305,5.9,765,2017-11-01,2017-11-01
Champion,175232,115,108591,62,115,2017-01-01,2017-01-01
Mr. Gaga: A True Story of Love and Dance,173994,3,25354,14.6,3,2017-04-01,2017-04-01
In This Corner of the World,172147,331,24205,14.1,331,2017-03-01,2017-03-01
David Lynch: The Art Life,171419,5,10823,6.3,5,2017-05-01,2017-05-01
9/11,170000,789,170000,100,789,2017-11-01,2017-11-01
Valley of Bones,168738,0,107393,63.6,0,2017-11-01,2017-11-01
"Polina, danser sa vie",165203,669,12588,7.6,669,2017-09-01,2017-09-01
13 Minutes,161531,10,11750,7.3,10,2017-10-01,2017-10-01
Manifesto,161101,890,9628,6,890,2017-01-01,2017-01-01
Ex Libris: New York Public Library,158192,890,10926,6.9,890,2017-02-01,2017-02-01
3 Generations,155936,238,105215,67.5,238,2017-10-01,2017-10-01
The Journey,155475,4,32895,21.2,4,2017-12-01,2017-12-01
Endless Poetry,153440,2045,28591,18.6,2045,2017-02-01,2017-02-01
The Void,151042,2045,50026,33.1,2045,2017-03-01,2017-03-01
The Unknown Girl,150549,443,13477,9,443,2017-05-01,2017-05-01
Blade of the Immortal,150532,4,49569,32.9,4,2017-07-01,2017-07-01
Chavela,148666,312,22453,15.1,312,2017-01-01,2017-01-01
Restless Creature: Wendy Whelan,147780,312,19879,13.5,312,2017-03-01,2017-03-01
Thelma,147391,453,10841,7.4,453,2017-09-01,2017-09-01
The Last Dalai Lama?,145524,4,9786,6.7,4,2017-10-01,2017-10-01
Irving Berlin's Holiday Inn The Broadway Musical,144550,721,0,0,721,2017-08-01,2017-08-01
Lupin the 3rd: Castle of Cagliostro,142425,4,0,0,4,2017-11-01,2017-11-01
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It",133006,156,22310,16.8,156,2017-03-01,2017-03-01
Moka,129547,152,10094,7.8,152,2017-04-01,2017-04-01
I Called Him Morgan,128986,333,12902,10,333,2017-02-01,2017-02-01
City of Ghosts,128015,333,13601,10.6,333,2017-03-01,2017-03-01
Marie Curie: The Courage of Knowledge,127986,35,18600,14.5,35,2017-12-01,2017-12-01
The B-Side: Elsa Dorfman's Portrait Photography,125227,17,12035,9.6,17,2017-03-01,2017-03-01
BPM (Beats Per Minute),125189,35,8566,6.8,35,2017-12-01,2017-12-01
Buena Vista Social Club: Adios,123445,30,64469,52.2,30,2017-01-01,2017-01-01
The Thousand Faces of Dunjia,122865,135,57837,47.1,135,2017-04-01,2017-04-01
Explosion,122700,6,55307,45.1,6,2017-07-01,2017-07-01
Our Time Will Come,114560,178,50619,44.2,178,2017-08-01,2017-08-01
"We Love You, Sally Carmichael!",113435,178,30951,27.3,178,2017-09-01,2017-09-01
Abacus: Small Enough to Jail,113278,540,12528,11.1,540,2017-05-01,2017-05-01
The King's Choice,113231,540,7850,6.9,540,2017-06-01,2017-06-01
Slack Bay,112621,1070,0,0,1070,2017-04-01,2017-04-01
The Trouble with Terkel,110289,1070,32784,29.7,1070,2017-05-01,2017-05-01
Reset,108970,380,54276,49.8,380,2017-03-01,2017-03-01
Like Crazy,107362,4,5799,5.4,4,2017-05-01,2017-05-01
Fabricated City,104874,262,24808,23.7,262,2017-10-01,2017-10-01
The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,104837,9,104837,100,9,2017-12-01,2017-12-01
Walking Out,101947,96,5462,5.4,96,2017-10-01,2017-10-01
The Lure,101657,3,7370,7.2,3,2017-03-01,2017-03-01
Score: A Film Music Documentary,101382,126,8088,8,126,2017-07-01,2017-07-01
Some Like It Hot,100026,3,42230,42.2,3,2017-10-01,2017-10-01
Munna Michael,99629,53,64949,65.2,53,2017-12-01,2017-12-01
Aida's Secrets,98468,53,5665,5.8,53,,
Tim Timmerman: Hope of America,97727,502,50604,51.8,502,2017-03-01,2017-03-01
Poster Boys,97049,502,51264,52.8,502,2017-03-01,2017-03-01
The Mayor,96777,280,47128,48.7,280,2017-08-01,2017-08-01
The Fencer,95952,280,5572,5.8,280,2017-08-01,2017-08-01
Keep Watching,94178,173,0,0,173,2017-02-01,2017-02-01
Memoir of a Murderer,91335,173,27665,30.3,173,2017-03-01,2017-03-01
The King's Case Note,90959,114,8462,9.3,114,2017-06-01,2017-06-01
Because of Grácia,90878,2,52171,57.4,2,2017-10-01,2017-10-01
Dina,90503,329,6015,6.6,329,2017-07-01,2017-07-01
Night of the Living Dead,89029,4,5452,6.1,4,2017-09-01,2017-09-01
Warriors of the Dawn,84532,1229,41959,49.6,1229,2017-10-01,2017-10-01
Chapter & Verse,84147,1229,31331,37.2,1229,2017-11-01,2017-11-01
Earth: One Amazing Day,81345,640,45480,55.9,640,2017-10-01,2017-10-01
The Nile Hilton Incident,81089,640,8183,10.1,640,2017-12-01,2017-12-01
Stefan Zweig: Farewell to Europe,78372,419,11729,15,419,2017-11-01,2017-11-01
Harold and Lillian: A Hollywood Love Story,78301,0,3510,4.5,0,2017-12-01,2017-12-01
Pop Aye,77976,41,3598,4.6,41,2017-08-01,2017-08-01
The Divine Order,76277,41,0,0,41,2017-10-01,2017-10-01
Bill Nye: Science Guy,74909,621,7005,9.4,621,2017-03-01,2017-03-01
Wait for Your Laugh,73585,578,14946,20.3,578,2017-05-01,2017-05-01
Te Ata,73236,393,28640,0,393,2017-09-01,2017-09-01
Buster's Mal Heart,73121,393,7137,9.8,393,2017-09-01,2017-09-01
Turn It Around: The Story of East Bay Punk,69787,70,5211,7.5,70,2017-10-01,2017-10-01
My Entire High School Sinking Into the Sea,68883,4,13684,19.9,4,2017-03-01,2017-03-01
Alive and Kicking,68485,738,12201,17.8,738,2017-10-01,2017-10-01
Architects of Denial,65424,0,58472,89.4,0,2017-10-01,2017-10-01
The Teacher,64437,192,15091,23.4,192,2017-09-01,2017-09-01
I Can Speak,63239,192,0,0,192,2017-10-01,2017-10-01
Tomorrow,62510,123,1480,2.4,123,2017-05-01,2017-05-01
The Tiger Hunter,62398,8,0,0,8,2017-08-01,2017-08-01
Tragedy Girls,61899,536,12125,19.6,536,2017-12-01,2017-12-01
Donald Cried,61406,5,7977,13,5,2017-02-01,2017-02-01
The Sacrifice,61018,110,4696,7.7,110,2017-11-01,2017-11-01
Worlds Apart,60298,4,16353,27.1,4,2017-03-01,2017-03-01
Just One Drop,60078,505,0,0,505,2017-05-01,2017-05-01
Manolo: the Boy Who Made Shoes for Lizards,60056,505,8186,13.6,505,2017-06-01,2017-06-01
The Force,59912,153,0,0,153,2017-03-01,2017-03-01
Bang! The Bert Berns Story,59299,4,3923,6.6,4,2017-06-01,2017-06-01
The Boom,57962,215,8164,14.1,215,2017-06-01,2017-06-01
Saving Brinton,56218,215,2690,4.8,215,2017-08-01,2017-08-01
The Paris Opera,55482,282,7709,13.9,282,2017-03-01,2017-03-01
Extraordinary Mission,54174,4,28649,52.9,4,2017-04-01,2017-04-01
God of War,53000,798,23912,45.1,798,2017-04-01,2017-04-01
My Journey Through French Cinema,52214,0,10636,20.4,0,2017-05-01,2017-05-01
Beautiful Accident,51766,349,25801,49.8,349,2017-06-01,2017-06-01
Tickling Giants,51499,349,8159,15.8,349,2017-06-01,2017-06-01
The Ornithologist,50511,461,6132,12.1,461,2017-09-01,2017-09-01
Keep Quiet,50451,461,6500,0,461,2017-10-01,2017-10-01
Person to Person,48499,787,11852,24.4,787,2017-09-01,2017-09-01
Napping Princess,48198,0,10865,22.5,0,2017-09-01,2017-09-01
Saving Banksy,47965,34,1317,2.7,34,2017-03-01,2017-03-01
Quest,47807,2,6591,13.8,2,,
From the Land of the Moon,47748,632,4473,9.4,632,2017-10-01,2017-10-01
So B. It,47627,632,7455,15.7,632,,
Twenty Two,46796,140,22222,47.5,140,2017-08-01,2017-08-01
Panique,46041,3,7062,15.3,3,2017-10-01,2017-10-01
Maurice,45926,306,6972,15.2,306,2017-08-01,2017-08-01
"Léon Morin, Priest",44511,29,11462,25.8,29,2017-10-01,2017-10-01
The Death of Louis XIV,43635,131,8002,18.3,131,2017-07-01,2017-07-01
Hermia & Helena,43152,5,12986,30.1,5,2017-10-01,2017-10-01
Bluebeard,43144,116,21234,49.2,116,2017-09-01,2017-09-01
Woodshock,42603,4,12247,28.7,4,2017-11-01,2017-11-01
One Week and a Day,41614,41,6833,16.4,41,2017-07-01,2017-07-01
The Settlers,41562,1,0,0,1,,
Karl Marx City,41072,261,0,0,261,2017-10-01,2017-10-01
Unrest,40081,4,10607,26.5,4,2017-01-01,2017-01-01
Birdboy: The Forgotten Children,38786,371,5849,15.1,371,2017-08-01,2017-08-01
The Commune,38737,371,9249,23.9,371,2017-09-01,2017-09-01
I Am the Blues,37849,107,5105,13.5,107,2017-12-01,2017-12-01
78/52: Hitchcock's Shower Scene,37664,4,3738,9.9,4,2017-05-01,2017-05-01
A Woman's Life,37626,725,11483,30.5,725,2017-11-01,2017-11-01
On the Beach at Night Alone,37489,725,7594,20.3,725,2017-11-01,2017-11-01
School Life,37381,63,2332,6.2,63,2017-08-01,2017-08-01
Heart Blackened,37047,2,0,0,2,2017-12-01,2017-12-01
The Crime of Monsieur Lange,36438,552,9633,26.4,552,2017-01-01,2017-01-01
Growing Up Smith,35312,381,14867,42.1,381,2017-02-01,2017-02-01
Rat Film,35195,265,7793,22.1,265,2017-10-01,2017-10-01
Sophie and the Rising Sun,34630,265,0,0,265,2017-10-01,2017-10-01
Le Trou,34588,19,6756,19.5,19,2017-11-01,2017-11-01
Dave Made a Maze,34117,2,17135,50.2,2,2017-01-01,2017-01-01
Afterimage,33443,110,5832,17.4,110,2017-11-01,2017-11-01
Wasted! The Story of Food Waste,33211,4,17189,51.8,4,2017-12-01,2017-12-01
Love & Taxes,33150,111,1698,5.1,111,2017-09-01,2017-09-01
Alone in Berlin,33125,5,8869,26.8,5,2017-12-01,2017-12-01
Super Dark Times,33109,42,19328,58.4,42,2017-10-01,2017-10-01
Spettacolo,32494,5,4403,13.6,5,2017-04-01,2017-04-01
Brimstone & Glory,32059,144,2125,6.6,144,2017-07-01,2017-07-01
Signature Move,31551,4,18935,60,4,2017-09-01,2017-09-01
Sidemen: Long Road to Glory,31399,338,6120,19.5,338,2017-06-01,2017-06-01
7 Witches,31100,338,1875,6,338,2017-06-01,2017-06-01
XX,30911,127,6222,20.1,127,2017-01-01,2017-01-01
The Wound,30678,3,0,0,3,2017-06-01,2017-06-01
Dealt,30414,106,4293,14.1,106,2017-03-01,2017-03-01
No Greater Love,30247,2,21520,71.1,2,2017-06-01,2017-06-01
Nocturama,30157,67,5402,17.9,67,2017-02-01,2017-02-01
In Pursuit of Silence,29834,67,5141,17.2,67,2017-03-01,2017-03-01
Uncertain,29736,0,0,0,0,2017-11-01,2017-11-01
Lemon,29258,0,5957,20.4,0,2017-12-01,2017-12-01
False Confessions,29245,210,7361,25.2,210,2017-07-01,2017-07-01
Berlin Syndrome,28660,210,22916,80,210,2017-08-01,2017-08-01
Ribbons,27959,24,5715,20.4,24,2017-12-01,2017-12-01
Radio Dreams,27836,21,2712,9.7,21,2017-02-01,2017-02-01
The Villainess,27741,36,4238,15.3,36,2017-11-01,2017-11-01
30 Years of Garbage: The Garbage Pail Kids Story,27739,1,5030,18.1,1,2017-06-01,2017-06-01
The Untamed,27593,303,2718,9.9,303,2017-08-01,2017-08-01
Bronx Gothic,27151,14,4696,17.3,14,2017-10-01,2017-10-01
Mali Blues,26950,476,0,0,476,2017-02-01,2017-02-01
The Daughter,26376,476,0,0,476,2017-02-01,2017-02-01
They Call Us Monsters,26080,332,0,0,332,2017-09-01,2017-09-01
Women Like Us,25859,5,0,0,5,2017-12-01,2017-12-01
The Old Dark House,25678,128,0,0,128,2017-07-01,2017-07-01
Moscow Never Sleeps,25306,128,0,0,128,2017-08-01,2017-08-01
The Lucky Man,25015,61,4956,19.8,61,2017-08-01,2017-08-01
Marius/Fanny/César,24787,1,7720,31.1,1,,
Paradise,24749,326,11845,47.9,326,2017-09-01,2017-09-01
The Departure,24662,8,4850,19.7,8,2017-11-01,2017-11-01
Naples '44,24620,731,6636,27,731,2017-10-01,2017-10-01
Jasmine,24248,0,8358,34.5,0,2017-11-01,2017-11-01
Simple Creature,23918,48,3006,12.6,48,2017-06-01,2017-06-01
"A Woman, a Part",23562,2,5869,24.9,2,2017-08-01,2017-08-01
For Ahkeem,23136,465,10500,0,465,2017-09-01,2017-09-01
Finding Oscar,23116,465,2365,10.2,465,2017-09-01,2017-09-01
The Grace of Jake,23078,413,4784,20.7,413,2017-06-01,2017-06-01
The Recall,22943,0,6570,28.6,0,2017-06-01,2017-06-01
My Scientology Movie,22936,87,11180,48.7,87,2017-12-01,2017-12-01
Una,22815,87,6120,26.8,87,2017-12-01,2017-12-01
Paradise Club,22381,48,1758,7.9,48,2017-06-01,2017-06-01
The Transfiguration,22091,1,4605,20.8,1,2017-11-01,2017-11-01
Bending the Arc,21907,80,3160,14.4,80,2017-09-01,2017-09-01
The Passion of Joan of Arc,21877,80,6408,29.3,80,2017-10-01,2017-10-01
The Girl Without Hands,21787,46,2916,13.4,46,2017-03-01,2017-03-01
Trophy,21439,43,3522,16.4,43,2017-04-01,2017-04-01
God Knows Where I Am,21135,311,0,0,311,2017-03-01,2017-03-01
Massacre on Aisle 12,21106,310,967,4.6,310,2017-04-01,2017-04-01
A Beginner's Guide to Snuff,21031,622,5204,24.7,622,2017-05-01,2017-05-01
Whisky Galore,20991,0,0,0,0,2017-05-01,2017-05-01
Man Underground,20907,289,2194,10.5,289,2017-08-01,2017-08-01
All These Sleepless Nights,20762,15,4544,21.9,15,2017-09-01,2017-09-01
The Blackcoat's Daughter,20435,1,12402,60.7,1,2017-01-01,2017-01-01
RV: Resurrected Victims,20374,0,10589,52,0,,
Better Watch Out,20369,44,12569,61.7,44,2017-07-01,2017-07-01
Koroshiya 1,20285,3,2750,13.6,3,2017-10-01,2017-10-01
Absolutely Anything,20169,42,0,0,42,2017-04-01,2017-04-01
The Man from Outer Space,20102,42,1962,9.8,42,2017-06-01,2017-06-01
Heat and Dust,19856,163,10289,51.8,163,2017-10-01,2017-10-01
Trafficked,19698,3,10413,52.9,3,2017-02-01,2017-02-01
BOSTON: An American Running Story,19499,167,0,0,167,2017-04-01,2017-04-01
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It",19278,167,0,0,167,2017-06-01,2017-06-01
That Most Important Thing: Love,19120,127,5370,28.1,127,2017-02-01,2017-02-01
Carrie Pilby,18957,127,13944,73.6,127,2017-04-01,2017-04-01
Bobbi Jene,18579,656,7035,37.9,656,2017-04-01,2017-04-01
All the Rage,18489,0,9765,52.8,0,2017-04-01,2017-04-01
Burden,18440,33,3231,17.5,33,2017-09-01,2017-09-01
Glory,18415,1,3716,20.2,1,,
"Intent to Destroy: Death, Denial & Depiction",18340,408,0,0,408,2017-07-01,2017-07-01
Clash,18215,3,0,0,3,2017-10-01,2017-10-01
Mansfield 66/67,17930,36,6451,36,36,2017-10-01,2017-10-01
The Last Shaman,17844,3,6799,38.1,3,2017-12-01,2017-12-01
Escapes,17778,304,1339,7.5,304,2017-08-01,2017-08-01
Sacred,17740,292,4149,23.4,292,2017-08-01,2017-08-01
Bad Grandmas,17688,45,3380,19.1,45,2017-03-01,2017-03-01
Harmonium,17191,2,3453,20.1,2,2017-05-01,2017-05-01
Food Evolution,17181,41,2851,16.6,41,2017-06-01,2017-06-01
Swim Team,16783,1,4024,24,1,2017-08-01,2017-08-01
The Freedom to Marry,16611,315,6142,37,315,2017-10-01,2017-10-01
Brave New Jersey,16544,4,13437,81.2,4,2017-12-01,2017-12-01
33 & Beyond: The Royal Art of Freemasonry,16533,51,0,0,51,2017-08-01,2017-08-01
Mission Control: The Unsung Heroes of Apollo,16405,51,0,0,51,2017-09-01,2017-09-01
Dying to Know: Ram Dass & Timothy Leary,16397,13,0,0,13,2017-01-01,2017-01-01
Song Of Granite,16182,2,3096,19.1,2,2017-03-01,2017-03-01
All the Queen's Horses,16172,67,6573,40.6,67,2017-08-01,2017-08-01
Charged: The Eduardo Garcia Story,15920,3,0,0,3,2017-10-01,2017-10-01
Kills On Wheels,15898,30,380,2.4,30,2017-02-01,2017-02-01
Defining Hope,15788,27,0,0,27,2017-03-01,2017-03-01
Contemporary Color,15305,478,1451,9.5,478,2017-06-01,2017-06-01
SHOT! The Psycho-Spiritual Mantra of Rock,15157,0,6694,44.2,0,2017-06-01,2017-06-01
Porto,15126,74,2090,13.8,74,2017-03-01,2017-03-01
Rebels on Pointe,15088,74,3270,21.7,74,2017-04-01,2017-04-01
Paradise,14873,52,2401,16.1,52,2017-09-01,2017-09-01
Fathom Premieres 6 Below: Miracle on the Mountain,14838,52,0,0,52,2017-11-01,2017-11-01
Vince Giordano: There's a Future in the Past,14807,151,6285,42.4,151,2017-01-01,2017-01-01
The Farthest,14773,145,6900,46.7,145,2017-02-01,2017-02-01
Last Men in Aleppo,14637,95,1505,10.3,95,2017-03-01,2017-03-01
Antarctica: Ice and Sky,14475,4,0,0,4,2017-06-01,2017-06-01
Brotherhood of Blades 2,14204,372,5296,37.3,372,2017-01-01,2017-01-01
Abracadabra,13975,13,1942,13.9,13,2017-01-01,2017-01-01
Time to Die,13707,135,3411,24.9,135,2017-08-01,2017-08-01
After Love,13693,135,810,5.9,135,2017-09-01,2017-09-01
Red Trees,13666,19,10180,74.5,19,2017-06-01,2017-06-01
Legend of the Naga Pearls,13588,19,5122,37.7,19,2017-10-01,2017-10-01
Shadowman,13498,17,4113,30.5,17,2017-04-01,2017-04-01
"Intent to Destroy: Death, Denial & Depiction",13194,1,8699,65.9,1,2017-10-01,2017-10-01
Taipei Story,12897,705,7333,56.9,705,2017-04-01,2017-04-01
Permanent,12847,0,5722,44.5,0,2017-04-01,2017-04-01
Junction 48,12795,557,5516,43.1,557,2017-11-01,2017-11-01
In Search of Fellini,12772,0,10796,84.5,0,2017-11-01,2017-11-01
Heal,12668,12,12668,100,12,2017-10-01,2017-10-01
Blind,12522,1,12522,100,1,2017-03-01,2017-03-01
Félicité,12433,82,1713,13.8,82,2017-09-01,2017-09-01
Seven Beauties,12408,4,1536,12.4,4,2017-11-01,2017-11-01
4 Days in France,12273,481,3728,30.4,481,2017-04-01,2017-04-01
Staying Vertical,12158,0,4240,34.9,0,2017-05-01,2017-05-01
Frank Serpico,11925,27,2283,19.1,27,2017-01-01,2017-01-01
Sweet Virginia,11753,14,5183,44.1,14,2017-02-01,2017-02-01
The Tribes of Palos Verdes,11603,396,796,6.9,396,2017-10-01,2017-10-01
Dead Awake,11528,0,8834,76.6,0,2017-10-01,2017-10-01
Beside Bowie: The Mick Ronson Story,11400,20,2100,18.4,20,2017-06-01,2017-06-01
Saigon Bodyguards,11314,2,2252,19.9,2,2017-10-01,2017-10-01
The Pathological Optimist,11222,121,5946,53,121,2017-01-01,2017-01-01
Ugetsu,11197,121,6154,55,121,2017-01-01,2017-01-01
The Challenge,11043,56,2171,19.7,56,2017-05-01,2017-05-01
Lovesong,10626,56,1718,16.2,56,2017-06-01,2017-06-01
Clarence,10495,201,5004,47.7,201,2017-09-01,2017-09-01
Painted Woman,10298,5,0,0,5,2017-10-01,2017-10-01
Amelia 2.0,10233,273,7836,76.6,273,2017-05-01,2017-05-01
The Sunshine Makers,10042,273,1874,18.7,273,2017-05-01,2017-05-01
Pelle the Conqueror,9757,36,1676,17.2,36,2017-05-01,2017-05-01
Machines,9710,36,2838,29.2,36,,
Living Proof,9512,13,0,0,13,2017-10-01,2017-10-01
Miss Kiet's Children,9384,2,2035,21.7,2,2017-03-01,2017-03-01
Thirst Street,9129,35,1737,19,35,2017-12-01,2017-12-01
Lycan,9110,3,4970,54.6,3,2017-04-01,2017-04-01
The Eyes,9104,120,2075,22.8,120,2017-05-01,2017-05-01
Julian Schnabel: A Private Portrait,9103,4,0,0,4,2017-06-01,2017-06-01
Amnesia,8700,22,1202,13.8,22,2017-01-01,2017-01-01
Inspector Maigret,8528,0,2556,30,0,2017-08-01,2017-08-01
Irreplaceable,8494,25,1443,17,25,2017-04-01,2017-04-01
We Are the Flesh,8438,2,835,9.9,2,2017-07-01,2017-07-01
Gilbert,8362,43,8362,0,43,2017-10-01,2017-10-01
Natasha,8325,43,8325,100,43,2017-11-01,2017-11-01
Mr. Chibbs,8302,43,3163,38.1,43,2017-11-01,2017-11-01
Served Like a Girl,8290,3,1844,22.2,3,2017-03-01,2017-03-01
Anatahan,8171,148,0,0,148,2017-10-01,2017-10-01
From Nowhere,8109,41,5408,66.7,41,2017-11-01,2017-11-01
Swept Away,7876,53,1011,12.8,53,2017-02-01,2017-02-01
The Ballad of Lefty Brown,7856,2,5559,70.8,2,2017-05-01,2017-05-01
Overdrive,7793,20,4797,61.6,20,2017-12-01,2017-12-01
Maurizio Cattelan: Be Right Back,7706,3,0,0,3,2017-03-01,2017-03-01
The Wrong Light,7553,67,5429,71.9,67,2017-11-01,2017-11-01
Birthright: A War Story,7519,67,3006,40,67,2017-11-01,2017-11-01
Big Time,7347,55,7347,100,55,2017-01-01,2017-01-01
Another WolfCop,7285,55,5890,80.9,55,2017-02-01,2017-02-01
The Jazz Funeral,7103,165,3792,53.4,165,2017-09-01,2017-09-01
The Dark Below,7095,165,1526,21.5,165,2017-09-01,2017-09-01
A Kind of Loving,6912,38,3278,47.4,38,2017-03-01,2017-03-01
Footnotes,6660,6,5900,0,6,2017-08-01,2017-08-01
Suntan,6643,6,1629,24.5,6,2017-05-01,2017-05-01
The Persian Connection,6634,1,6634,100,1,2017-09-01,2017-09-01
Elizabeth Blue,6542,30,2948,45.1,30,2017-05-01,2017-05-01
Scum,6461,1,1948,30.2,1,2017-07-01,2017-07-01
The Last Rampage,6294,45,3054,48.5,45,2017-06-01,2017-06-01
Inseparables,6258,12,0,0,12,2017-07-01,2017-07-01
The Skyjacker's Tale,6253,29,1097,17.5,29,2017-03-01,2017-03-01
In the Steps of Trisha Brown,6230,2,1232,19.8,2,2017-06-01,2017-06-01
Arise from Darkness,6112,83,0,0,83,2017-06-01,2017-06-01
The Fuzz,6067,15,2236,36.9,15,2017-06-01,2017-06-01
On Wings of Eagles,5975,27,0,0,27,2017-10-01,2017-10-01
Starless Dreams,5937,0,707,11.9,0,2017-11-01,2017-11-01
Tad the Lost Explorer and the Secret of King Midas,5874,27,4028,68.6,27,2017-08-01,2017-08-01
The Work,5853,2,3286,56.1,2,2017-10-01,2017-10-01
The Vault,5728,107,4308,75.2,107,2017-05-01,2017-05-01
Trespass Against Us,5711,107,1620,28.4,107,2017-05-01,2017-05-01
The Ardennes,5638,35,840,14.9,35,2017-06-01,2017-06-01
La Chinoise,5631,3,2340,41.6,3,2017-08-01,2017-08-01
No culpes al karma de lo que te pasa por gilipollas,5614,187,3660,65.2,187,2017-06-01,2017-06-01
Gold,5539,0,2571,46.4,0,2017-06-01,2017-06-01
Icaros: A Vision,5510,27,5510,100,27,2017-12-01,2017-12-01
The Reagan Show,5500,27,5500,0,27,2017-12-01,2017-12-01
The Man from Earth: Holocene,5472,216,3100,56.7,216,2017-03-01,2017-03-01
Reset,5454,216,2198,40.3,216,2017-03-01,2017-03-01
Bad Lucky Goat,5088,91,170,3.3,91,2017-08-01,2017-08-01
Tournament,4942,3,0,0,3,2017-10-01,2017-10-01
Company Town,4934,55,2150,43.6,55,2017-10-01,2017-10-01
Shot,4701,55,0,0,55,2017-11-01,2017-11-01
Night School,4663,511,1588,34.1,511,2017-10-01,2017-10-01
I Love You Both,4661,511,3236,69.4,511,2017-11-01,2017-11-01
Shakespeare-Wallah,4650,33,3378,72.6,33,2017-04-01,2017-04-01
A Boy Called Po,4550,2,2693,59.2,2,2017-06-01,2017-06-01
Vengeance: A Love Story,4526,22,4526,100,22,2017-05-01,2017-05-01
The Pulitzer at 100,4489,0,2577,57.4,0,2017-12-01,2017-12-01
German Concentration Camps Factual Survey,4468,20,3000,67.1,20,2017-08-01,2017-08-01
Generation Iron 2,4439,1,0,0,1,2017-11-01,2017-11-01
30-LOVE,4392,43,0,0,43,2017-01-01,2017-01-01
My Father Die,4252,43,3229,75.9,43,2017-02-01,2017-02-01
Singularity,4176,283,533,12.8,283,2017-10-01,2017-10-01
Badsville,4153,283,3050,73.4,283,2017-11-01,2017-11-01
Emily,3982,17,1164,29.2,17,2017-08-01,2017-08-01
Dream Boat,3981,17,2199,55.2,17,2017-09-01,2017-09-01
The Woman Who Left,3974,4,2018,50.8,4,2017-11-01,2017-11-01
The Gender Card Flip,3774,1,2978,78.9,1,2017-05-01,2017-05-01
Bugs,3742,22,0,0,22,2017-04-01,2017-04-01
Soul on a String,3669,3,1355,36.9,3,2017-06-01,2017-06-01
The Beautiful Troublemaker,3540,21,1887,53.3,21,2017-03-01,2017-03-01
Who's Crazy?,3497,21,1355,38.7,21,,
"Love, Sweat and Tears",3482,23,512,14.7,23,2017-03-01,2017-03-01
Dalida,3465,23,3170,91.5,23,2017-05-01,2017-05-01
Speed Sisters,3423,45,370,10.8,45,2017-05-01,2017-05-01
Amanda & Jack Go Glamping,3352,34,0,0,34,2017-07-01,2017-07-01
Bad Match,3351,365,0,0,365,2017-04-01,2017-04-01
Planetarium,3262,365,625,19.2,365,2017-04-01,2017-04-01
Justice,3259,11,2154,66.1,11,2017-12-01,2017-12-01
Heal the Living,3176,3,3176,0,3,2017-02-01,2017-02-01
The Levelling,3040,39,160,5.3,39,2017-08-01,2017-08-01
Kepler's Dream,2923,24,1582,54.1,24,2017-10-01,2017-10-01
Demons,2900,46,1202,41.4,46,2017-06-01,2017-06-01
1898: Our Last Men in the Philippines,2848,30,1844,64.7,30,2017-07-01,2017-07-01
I Dream in Another Language,2739,12,810,29.6,12,2017-08-01,2017-08-01
Santoalla,2684,6,489,18.2,6,2017-11-01,2017-11-01
Daughter of the Nile,2640,23,0,0,23,2017-06-01,2017-06-01
Take Me,2583,4,2583,100,4,2017-07-01,2017-07-01
Apprentice,2578,31,0,0,31,2017-09-01,2017-09-01
Miles,2537,1,2147,84.6,1,2017-11-01,2017-11-01
Red Christmas,2255,36,280,12.4,36,2017-04-01,2017-04-01
Behind the White Glasses,2223,2,900,40.5,2,2017-06-01,2017-06-01
7 from Etheria,2208,31,940,0,31,2017-05-01,2017-05-01
Dayveon,2077,31,1592,76.6,31,2017-07-01,2017-07-01
The Ghoul,2032,8,249,12.3,8,2017-02-01,2017-02-01
"Accidental Courtesy: Daryl Davis, Race & America",1940,2,1452,74.8,2,2017-04-01,2017-04-01
Detour,1788,20,145,8.1,20,2017-08-01,2017-08-01
Almost Friends,1481,6,0,0,6,2017-09-01,2017-09-01
The Outcasts,1455,8,1008,69.3,8,2017-03-01,2017-03-01
The Forest for the Trees,1410,1,0,0,1,2017-06-01,2017-06-01
It's Not Yet Dark,1227,425,811,66.1,425,2017-09-01,2017-09-01
A Different American Dream,1172,425,848,72.4,425,2017-09-01,2017-09-01
The Student,1126,300,0,0,300,2017-09-01,2017-09-01
The Penguin Counters,976,300,976,100,300,2017-09-01,2017-09-01
Extraordinary Ordinary People,880,31,744,84.5,31,2017-08-01,2017-08-01
Amityville: The Awakening,742,2,742,0,2,2017-10-01,2017-10-01
La folle histoire de Max et Léon,543,19,0,0,19,2017-06-01,2017-06-01
